year,country,team_size_all,team_size_male,team_size_female,p1,p2,p3,p4,p5,p6,p7,awards_gold,awards_silver,awards_bronze,awards_honorable_mentions,leader,deputy_leader,longitude,latitude
2019,Sweden,6,5.0,1.0,33.0,10.0,7.0,22.0,20.0,0.0,,1.0,0.0,1.0,3.0,Paul Vaderlind,Victor Ufnarovski,15.675303582000083,17.081879102000073
2019,Syria,6,6.0,,36.0,27.0,0.0,17.0,12.0,0.0,,0.0,1.0,1.0,3.0,Omran Kouba,Mohamad Firas Alhalabi,42.2368323160002,
2019,New Zealand,6,5.0,1.0,28.0,0.0,0.0,36.0,25.0,0.0,,0.0,0.0,2.0,2.0,Chris Tuffley,Ross Atkins,169.21275979100002,166.20525149800008
2019,Switzerland,6,5.0,1.0,29.0,6.0,0.0,22.0,32.0,0.0,,0.0,0.0,3.0,1.0,Louis Hainaut,David Rusch,8.61743737800009,
2019,Austria,6,5.0,1.0,32.0,17.0,2.0,15.0,18.0,0.0,,0.0,0.0,4.0,1.0,Robert Geretschläger,Stefan Leopoldseder,15.161792440000113,
2019,Bosnia and Herzegovina,6,6.0,,41.0,8.0,0.0,22.0,13.0,0.0,,0.0,0.0,0.0,5.0,Admir Beširević,Ivan Vanja Boroja,16.941528768000097,
2019,Tajikistan,6,6.0,,40.0,12.0,1.0,17.0,8.0,4.0,,0.0,1.0,1.0,2.0,Umed Karimov,Olimjoni Pirahmad,70.61990604700006,70.64507246900021
2019,Uzbekistan,6,6.0,,34.0,15.0,0.0,24.0,8.0,0.0,,0.0,0.0,1.0,3.0,Rustam Turdibaev,Muratkhon Sharakhimov,71.75730432100013,71.17692631000014
2019,Morocco,6,4.0,2.0,40.0,12.0,0.0,18.0,10.0,0.0,,0.0,0.0,1.0,4.0,Mohamed Berraho,Mohamed El Ibbaoui,-5.405490480999902,
2019,Finland,6,5.0,1.0,30.0,7.0,1.0,20.0,20.0,0.0,,0.0,1.0,1.0,2.0,Lauri Hallila,Otte Heinävaara,22.443695509000094,23.90870201900006
2019,Colombia,6,6.0,,30.0,4.0,0.0,20.0,23.0,0.0,,0.0,0.0,2.0,2.0,Maria Elizabeth Losada,Leandro Remolina Ardila,-78.2048906179999,-77.83991451699987
2019,Bangladesh,6,6.0,,32.0,15.0,0.0,19.0,10.0,0.0,,0.0,0.0,1.0,4.0,Mahbubul Alam Majumdar,A A Munir Hasan,91.93873131600012,89.13249759200002
2019,Belgium,6,5.0,1.0,31.0,10.0,0.0,23.0,11.0,0.0,,0.0,1.0,1.0,3.0,Bart Windels,Philippe Niederkorn,4.815447224000138,
2019,Sri Lanka,6,5.0,1.0,39.0,6.0,0.0,15.0,13.0,0.0,,0.0,0.0,1.0,5.0,Dayal B. Dharmasena,Kaushika De Silva,81.8226017590001,79.91651451900012
2019,Malaysia,6,6.0,,21.0,5.0,0.0,23.0,22.0,0.0,,0.0,0.0,2.0,2.0,Muhammad Syafiq Johar,Nor Sakinah Mohamad,111.4124455090001,104.17212975400011
2019,Ireland,6,4.0,2.0,21.0,10.0,7.0,10.0,13.0,0.0,,0.0,1.0,0.0,2.0,Bernd Kreussler,Gordon Lessells,-9.82408606699994,-10.318267381999902
2019,Latvia,6,5.0,1.0,29.0,1.0,0.0,8.0,18.0,0.0,,0.0,0.0,0.0,4.0,Jevgēnijs Vihrovs,Juris Škuškovniks,25.333678019000104,
2019,Turkmenistan,6,6.0,,35.0,4.0,0.0,8.0,6.0,0.0,,0.0,0.0,0.0,3.0,Arslan Hojiyev,Perman Jorayev,53.10206139400006,53.50863691500015
2019,Tunisia,6,6.0,,27.0,6.0,0.0,4.0,11.0,0.0,,0.0,0.0,0.0,4.0,Taoufik Charrada,Raouf Thabet,10.929942254000082,11.0557084000001
2019,Cyprus,6,5.0,1.0,31.0,3.0,0.0,9.0,4.0,0.0,,0.0,0.0,0.0,3.0,Gregoris Makrides,Demetres Christofides,33.773989705000105,33.742792014000116
2019,North Macedonia,6,3.0,3.0,23.0,9.0,0.0,7.0,8.0,0.0,,0.0,0.0,0.0,2.0,Daniel Velinov,Sanja Atanasova,,
2019,Algeria,5,5.0,,28.0,8.0,0.0,8.0,2.0,0.0,,0.0,0.0,1.0,3.0,Abdallah Rahmani,Djamel Aouadi,8.602510428642177,
2019,El Salvador,4,4.0,,21.0,2.0,0.0,14.0,8.0,0.0,,0.0,0.0,2.0,0.0,Gabriel Alexander Chicas Reyes,Gabriel Emiliano Carranza Menjívar,-87.69699627599994,-87.76380481799995
2019,Kosovo,6,6.0,,24.0,6.0,0.0,9.0,4.0,0.0,,0.0,0.0,0.0,3.0,Faton Berisha,Valmir Krasniqi,20.864700154000047,
2019,Albania,6,4.0,2.0,22.0,3.0,0.0,3.0,9.0,0.0,,0.0,0.0,0.0,2.0,Adrian Naco,Enkel Hysnelaj,19.747765747000074,
2019,Iceland,6,5.0,1.0,16.0,0.0,0.0,6.0,15.0,0.0,,0.0,0.0,0.0,2.0,Marteinn Þór Harðarson,Jóhanna Katrín Eggertsdóttir,-20.269642706999917,-17.749256964999887
2019,Panama,4,4.0,,20.0,1.0,0.0,6.0,10.0,0.0,,0.0,0.0,1.0,1.0,Pablo Jaen,Leonel Castillo,-81.80719967399995,-81.05284583199992
2019,Costa Rica,6,4.0,2.0,22.0,0.0,0.0,6.0,6.0,0.0,,0.0,0.0,0.0,2.0,Jeremías Ramírez Jiménez,German José Mora Sáenz,-87.0990291009999,-83.8780764059999
2019,Pakistan,5,4.0,1.0,18.0,2.0,0.0,7.0,7.0,0.0,,0.0,0.0,1.0,1.0,Sarfraz Ahmad,Hani Shaker,67.47779381600006,74.8243005780001
2019,Trinidad and Tobago,6,5.0,1.0,17.0,4.0,1.0,1.0,11.0,0.0,,0.0,0.0,0.0,2.0,Indra Haraksingh,Jagdesh Ramnanan,-60.90729732999998,-60.52208411399994
2019,Montenegro,5,5.0,,17.0,7.0,0.0,1.0,8.0,0.0,,0.0,0.0,0.0,1.0,Goran Popivoda,Gojko Jelovac,19.054991495000138,
2019,Ecuador,5,3.0,2.0,18.0,9.0,0.0,1.0,4.0,0.0,,0.0,0.0,0.0,3.0,Jorge Chamaidan,Adrian Delgado,-80.11510169199994,-79.85751088699996
2019,Uruguay,5,5.0,,16.0,2.0,0.0,9.0,2.0,0.0,,0.0,0.0,0.0,2.0,Leonardo Lois,Maximiliano Stock,-56.90636673999998,
2019,Cuba,2,,2.0,10.0,3.0,0.0,8.0,2.0,0.0,,0.0,0.0,0.0,2.0,Evidio Quintana Fernández,Roman Fresneda Quiroga,-78.38418535099993,-78.5782771479999
2019,Chile,4,2.0,2.0,10.0,2.0,0.0,0.0,8.0,0.0,,0.0,0.0,0.0,2.0,Hernan Burgos,Victor Cortes,-67.25609290299991,-67.10142981699991
2019,Kyrgyzstan,6,6.0,,11.0,2.0,0.0,2.0,4.0,0.0,,0.0,0.0,0.0,0.0,Makhamadkhan Ishmatov,Abduvaliev Murat,75.20463911900009,
2019,Paraguay,6,5.0,1.0,15.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,Juan Jose Caceres Silva,Dario De Jesus Torres Herebia,-58.15879675299999,
2019,Iraq,6,6.0,,10.0,0.0,0.0,1.0,6.0,0.0,,0.0,0.0,0.0,1.0,Cuneyt Kilic,Mehmet Veysel Yildirim,42.896740357000084,
2019,Nepal,6,6.0,,12.0,1.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,1.0,Deepak Bastola,Pitambar Acharya,81.77901818800007,
2019,Nicaragua,2,2.0,,14.0,1.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,2.0,Oscar Danilo Quintanilla Luna,Darwing José Mena Gutiérrez,-83.7203669909999,-83.05394446499992
2019,Egypt,4,4.0,,3.0,1.0,0.0,1.0,7.0,0.0,,0.0,0.0,0.0,0.0,Walid Elsayed Aly Gomaa,Moaaz Muhammad Muhammad Alqady,34.00294030000012,34.02849368600019
2019,Ghana,4,2.0,2.0,9.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,1.0,Stephen Bobila,Mawuenyega Dogoe,-0.16610917099996,
2019,Myanmar,6,5.0,1.0,6.0,2.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,Saw Win Maung,Aung Kyaw,98.0574650400001,98.27515709700012
2019,Cambodia,6,6.0,,2.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,Ngonn Seam,Karim Ham,103.8048608730002,103.32471764400012
2019,Bolivia,6,5.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,Jaime Manuel Rojas Claure,Jhonny Angel Aguilar Blanco,-65.29246984899996,
2019,Luxembourg,6,4.0,2.0,2.0,1.0,1.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,Charles Leytem,Pascal Zeihen,6.038628377000094,
2019,Dominican Republic,5,4.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,Octavio Galan,Julio Antonio Manzueta,-71.50739498599995,-68.66405188699989
2019,Uganda,6,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Jasper Okello,Namuddu Assumpta Kasamba,34.10802616400014,
2019,Guatemala,3,3.0,,1.0,1.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,Fernando Jose Mazariegos Camas,Ana Sofía Domínguez Cajas,-89.16049617499996,
2019,Honduras,3,3.0,,2.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,Juan Pineda,Mario Roberto Canales Villanueva,-87.62433834499993,-87.61241614499988
2019,Puerto Rico,1,1.0,,1.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,Caceres Luis,Omar Colon,-67.87315833199992,-65.28307044199994
2019,Tanzania,6,6.0,,2.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,Ertugrul Tarhan,Betinasia Kalebu Manyama,,
2019,Venezuela,2,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Rafael Sánchez,José Nieto,-61.39027141599988,-61.00568600199992
2019,Botswana,2,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,Mmoloki Lekhutlile,Mathews Masole,25.259780721000112,
2019,Angola,2,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Gabriel Boaventura,Aldemar Guzo Camuege,11.73751945100014,14.006307414000077
2019,Kenya,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,James Katende,Silas Isaac Wafula,41.16277103000007,35.39611689296228
2019,United Arab Emirates,6,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Rachad Zaki,Badriya Alshehhi,53.863047722,54.1907658210001
2018,United States of America,6,6.0,,42.0,41.0,14.0,42.0,42.0,31.0,,5.0,1.0,0.0,0.0,Po-Shen Loh,Oleksandr Rudenko,-155.6065189699999,-156.5445550619999
2018,Russian Federation,6,6.0,,42.0,42.0,11.0,42.0,41.0,23.0,,5.0,1.0,0.0,0.0,Nazar Agakhanov,Kirill Sukhov,,
2018,People's Republic of China,6,6.0,,42.0,37.0,17.0,42.0,42.0,19.0,,4.0,2.0,0.0,0.0,Zhenhua Qu,Yijie He,,
2018,Ukraine,6,5.0,1.0,42.0,34.0,12.0,42.0,42.0,14.0,,4.0,2.0,0.0,0.0,Bogdan Rublov,Andrii Pankov,29.807465040000153,32.783213738000114
2018,Thailand,6,4.0,2.0,42.0,38.0,3.0,42.0,42.0,16.0,,3.0,3.0,0.0,0.0,Dungjade Shiowattana,Teeradej Kittipassorn,99.247813347,99.65870201900012
2018,Taiwan,6,6.0,,42.0,42.0,15.0,37.0,25.0,18.0,,3.0,1.0,2.0,0.0,Tzer-Jen Wei,John Meng Kai Hong,121.58765709700006,121.49610436300011
2018,Republic of Korea,6,5.0,1.0,42.0,42.0,3.0,42.0,36.0,12.0,,3.0,3.0,0.0,0.0,Yongjin Song,Sang-Il Oum,,
2018,Singapore,6,6.0,,41.0,42.0,3.0,42.0,37.0,10.0,,2.0,3.0,1.0,0.0,Yan Loi Wong,Teck Kian Teo,103.96078535200013,
2018,Poland,6,6.0,,42.0,39.0,7.0,42.0,37.0,7.0,,1.0,5.0,0.0,0.0,Michał Pilipczuk,Andrzej Grzesik,19.00212649800008,
2018,Indonesia,6,6.0,,42.0,38.0,3.0,42.0,36.0,10.0,,1.0,5.0,0.0,0.0,Aleams Barra,Hery Susanto,121.59742272200018,123.36133873800017
2018,Australia,6,6.0,,42.0,34.0,13.0,42.0,31.0,7.0,,2.0,3.0,1.0,0.0,Angelo Di Pasquale,Andrew Thomas Elvey Price,158.86573326900012,147.36548912900005
2018,United Kingdom,6,6.0,,42.0,30.0,7.0,37.0,33.0,12.0,,1.0,4.0,0.0,1.0,Geoff Smith,Dominic Yeo,-6.287505662999905,-6.332508917999888
2018,Japan,6,6.0,,40.0,37.0,3.0,32.0,36.0,10.0,,1.0,3.0,2.0,0.0,Yasuo Morita,Keiko Tasaki,141.46794681100008,153.97828209700018
2018,Serbia,6,5.0,1.0,42.0,37.0,5.0,35.0,35.0,4.0,,2.0,2.0,2.0,0.0,Marko Radovanović,Bojan Bašić,,
2018,Hungary,6,5.0,1.0,42.0,28.0,2.0,41.0,35.0,9.0,,0.0,4.0,2.0,0.0,József Pelikán,Sándor Dobos,20.981488891000083,
2018,Canada,6,6.0,,42.0,27.0,1.0,42.0,36.0,8.0,,0.0,5.0,1.0,0.0,James Rickards,Calvin Deng,-65.61058508999994,-59.85837099799994
2018,Italy,6,6.0,,42.0,31.0,1.0,37.0,37.0,6.0,,0.0,4.0,2.0,0.0,Massimo Gobbino,Alessandra Caraceni,12.621267123000052,12.856944207000112
2018,Kazakhstan,6,5.0,1.0,42.0,29.0,0.0,42.0,33.0,5.0,,0.0,4.0,2.0,0.0,Damir Yeliussizov,Anton Vassilyev,50.6595158210001,50.0428166020001
2018,Islamic Republic of Iran,6,6.0,,42.0,37.0,6.0,39.0,18.0,8.0,,1.0,3.0,1.0,1.0,Omid Hatami Varzaneh,Seyed Hesam Firouzi,,
2018,Vietnam,6,6.0,,42.0,40.0,7.0,25.0,29.0,5.0,,1.0,2.0,3.0,0.0,Anh Vinh Lê,Bá Khánh Trình Lê,106.66871178500006,106.22339928500017
2018,Bulgaria,6,6.0,,42.0,30.0,2.0,35.0,29.0,8.0,,1.0,3.0,1.0,1.0,Peter Boyvalenkov,Emil Kolev,22.919561808000054,
2018,Croatia,6,6.0,,35.0,33.0,0.0,36.0,38.0,3.0,,0.0,4.0,1.0,0.0,Matija Bucić,Petar Bakić,16.933929884000094,17.371592644000117
2018,Slovakia,6,5.0,1.0,37.0,28.0,0.0,42.0,32.0,1.0,,0.0,3.0,3.0,0.0,Peter Novotný,Patrik Bak,19.706321249000098,
2018,Sweden,6,6.0,,42.0,23.0,5.0,42.0,24.0,2.0,,1.0,2.0,2.0,1.0,Paul Vaderlind,Victor Ufnarovski,15.675303582000083,17.081879102000073
2018,Türkiye,6,6.0,,42.0,30.0,7.0,31.0,26.0,2.0,,1.0,1.0,4.0,0.0,Azer Kerimov,Selim Bahadır,,
2018,Israel,6,5.0,1.0,38.0,30.0,2.0,31.0,26.0,9.0,,0.0,2.0,4.0,0.0,Dan Carmon,Lev Radzivilovsky,35.80363326000017,
2018,Georgia,6,6.0,,42.0,17.0,0.0,40.0,23.0,11.0,,0.0,1.0,5.0,0.0,George Chelidze,Givi Nadibaidze,40.47983361800013,
2018,Brazil,6,6.0,,35.0,30.0,1.0,42.0,13.0,11.0,,1.0,0.0,4.0,1.0,Régis Prado Barbosa,José Armando Barbosa Filho,-48.54259192599997,-48.58324133999986
2018,India,6,6.0,,36.0,28.0,0.0,28.0,33.0,7.0,,0.0,3.0,2.0,1.0,Venkatachala Belur Jana,Prashant Sohani,93.85531660200016,93.628184441
2018,Mongolia,6,6.0,,42.0,28.0,0.0,42.0,18.0,2.0,,0.0,1.0,5.0,0.0,Bayarmagnai Gombodorj,Battsengel Baasanjav,100.0059676520001,
2018,Germany,6,6.0,,30.0,23.0,3.0,42.0,24.0,9.0,,1.0,2.0,1.0,2.0,Jürgen Prestin,Christian Reiher,6.742198113000114,6.873789910000141
2018,Armenia,6,5.0,1.0,42.0,25.0,0.0,37.0,26.0,0.0,,0.0,2.0,4.0,0.0,Smbat Gogyan,Gurgen Asatryan,45.54717289200002,45.039400268000094
2018,France,6,6.0,,30.0,22.0,1.0,42.0,23.0,11.0,,1.0,1.0,4.0,0.0,Jean-Louis Tu,Cécile Gachet,55.5013126960001,45.27572675900015
2018,Romania,6,6.0,,41.0,33.0,0.0,25.0,24.0,6.0,,1.0,1.0,2.0,2.0,Cătălin-Liviu Gherghe,Mihai Chiş,26.722378784000114,
2018,Peru,6,5.0,1.0,42.0,24.0,0.0,33.0,24.0,2.0,,0.0,2.0,3.0,1.0,Fidel Guillermo Jimenez Pasapera,Jonathan Samuel Farfan Vargas,-76.17565995399988,-76.4507312319999
2018,Mexico,6,6.0,,36.0,20.0,0.0,38.0,23.0,6.0,,0.0,1.0,4.0,1.0,Marco Antonio Figueroa Ibarra,Daniel Perales Anaya,-114.73403886599989,-87.37942460799991
2018,Netherlands,6,6.0,,35.0,22.0,0.0,42.0,23.0,1.0,,0.0,1.0,4.0,1.0,Quintijn Puite,Birgit van Dalen,-68.23729407499985,-62.958723137999925
2018,Philippines,6,6.0,,42.0,26.0,3.0,33.0,16.0,1.0,,1.0,1.0,2.0,2.0,Richard Eden,Christian Paul Chan Shio,119.84978274800014,119.45655358200023
2018,Argentina,6,6.0,,36.0,16.0,0.0,39.0,22.0,2.0,,0.0,1.0,4.0,0.0,Patricia Fauring,Martín Mereb,-68.65412350199998,-64.32371985599994
2018,Czech Republic,6,5.0,1.0,36.0,22.0,0.0,35.0,19.0,3.0,,0.0,2.0,2.0,2.0,Josef Tkadlec,Michal Rolínek,14.39780806400006,
2018,Bangladesh,6,6.0,,42.0,30.0,3.0,27.0,10.0,2.0,,1.0,0.0,3.0,2.0,Mahbubul Alam Majumdar,A A Munir Hasan,91.93873131600012,89.13249759200002
2018,Slovenia,6,6.0,,33.0,14.0,4.0,37.0,14.0,2.0,,0.0,1.0,1.0,4.0,Gregor Dolinar,Jakob Jurij Snoj,16.34342574100009,
2018,Bosnia and Herzegovina,6,5.0,1.0,39.0,17.0,0.0,36.0,10.0,1.0,,0.0,0.0,4.0,2.0,Admir Beširević,Marko Ćitić,16.941528768000097,
2018,Tajikistan,6,6.0,,42.0,27.0,0.0,16.0,17.0,1.0,,0.0,0.0,5.0,1.0,Umed Karimov,Pirahmad Olimjon,70.61990604700006,70.64507246900021
2018,Belarus,6,6.0,,32.0,14.0,1.0,28.0,25.0,2.0,,0.0,0.0,4.0,1.0,Igor Voronovich,Mikhail Karpuk,28.148906697000115,
2018,New Zealand,6,6.0,,35.0,19.0,0.0,34.0,14.0,0.0,,0.0,1.0,2.0,3.0,Ross Atkins,Peter Huxford,169.21275979100002,166.20525149800008
2018,Belgium,6,5.0,1.0,35.0,16.0,0.0,28.0,10.0,3.0,,0.0,0.0,4.0,1.0,Bart Windels,Philippe Niederkorn,4.815447224000138,
2018,Malaysia,6,6.0,,35.0,18.0,0.0,18.0,18.0,1.0,,0.0,0.0,2.0,3.0,Muhammad Syafiq Johar,Nor Sakinah Mohamad,111.4124455090001,104.17212975400011
2018,Hong Kong,6,6.0,,32.0,22.0,0.0,14.0,17.0,4.0,,0.0,0.0,2.0,4.0,Ka Ho Law,Shun Ming Samuel Lee,,
2018,Republic of Moldova,6,6.0,,35.0,14.0,0.0,18.0,16.0,3.0,,0.0,0.0,3.0,3.0,Valeriu Baltag,Valeriu Guțu,,
2018,Estonia,6,5.0,1.0,25.0,16.0,0.0,26.0,12.0,1.0,,0.0,1.0,0.0,3.0,Oleg Košik,Sandra Schumann,23.270192905000044,23.970713738000114
2018,Lithuania,6,3.0,3.0,35.0,10.0,0.0,20.0,12.0,0.0,,0.0,0.0,2.0,3.0,Artūras Dubickas,Leonas Narkevičius,20.988942905000073,24.936286255000113
2018,Portugal,6,5.0,1.0,24.0,13.0,0.0,28.0,11.0,1.0,,0.0,0.0,2.0,3.0,Joana Teles,Rodrigo Matias,-16.023101365999963,-15.859771287999962
2018,Greece,6,6.0,,36.0,11.0,0.0,16.0,9.0,2.0,,0.0,0.0,2.0,2.0,Anargyros Fellouris,Evangelos Zotos,24.135264519000145,27.007090691000116
2018,Spain,6,6.0,,36.0,9.0,0.0,18.0,11.0,0.0,,0.0,0.0,2.0,4.0,María Gaspar,Óscar Rivero,-17.885121222999942,-15.414947068999908
2018,Norway,6,5.0,1.0,21.0,11.0,0.0,24.0,15.0,2.0,,0.0,0.0,2.0,1.0,Dávid Kunszenti-Kovács,Johannes Kleppe,3.38257897200009,11.047618035000141
2018,Austria,6,5.0,1.0,15.0,18.0,0.0,20.0,19.0,0.0,,0.0,0.0,3.0,1.0,Robert Geretschläger,Stefan Leopoldseder,15.161792440000113,
2018,Denmark,6,6.0,,23.0,15.0,0.0,22.0,10.0,1.0,,0.0,0.0,3.0,0.0,Kirsten Rosenkilde,Frederik Ravn Klausen,11.25603274800011,10.364268425000091
2018,Finland,6,5.0,1.0,21.0,13.0,0.0,25.0,10.0,1.0,,0.0,0.0,2.0,2.0,Neea Palojärvi,Otte Heinävaara,22.443695509000094,23.90870201900006
2018,Saudi Arabia,6,5.0,1.0,22.0,16.0,0.0,15.0,14.0,2.0,,0.0,1.0,1.0,1.0,Fawzi Al-Thukair,Tarek Shehata,41.89846671200016,41.945467515000104
2018,Syria,6,6.0,,30.0,13.0,0.0,9.0,17.0,0.0,,0.0,0.0,2.0,2.0,Omran Kouba,Abdullatif Hanano,42.2368323160002,
2018,South Africa,6,6.0,,31.0,9.0,0.0,16.0,9.0,1.0,,0.0,0.0,1.0,4.0,Liam Baker,Phil Labuschagne,37.86378014400023,37.93864993600019
2018,Costa Rica,5,5.0,,29.0,7.0,0.0,19.0,10.0,0.0,,0.0,0.0,2.0,2.0,Edward Leonardo Coto Mora,German José Mora Sáenz,-87.0990291009999,-83.8780764059999
2018,Turkmenistan,6,6.0,,36.0,9.0,0.0,16.0,3.0,1.0,,0.0,0.0,1.0,4.0,Arslan Hojiyev,Gurbangeldi Bayjayev,53.10206139400006,53.50863691500015
2018,Macau,6,5.0,1.0,31.0,12.0,0.0,13.0,5.0,0.0,,0.0,0.0,1.0,3.0,Lung Yam Wan,Hio Tong Wu,,
2018,Colombia,6,5.0,1.0,29.0,9.0,0.0,16.0,3.0,2.0,,0.0,0.0,1.0,2.0,Maria Elizabeth Losada,Juan Sebastian Díaz,-78.2048906179999,-77.83991451699987
2018,Iceland,6,6.0,,22.0,4.0,0.0,27.0,3.0,0.0,,0.0,0.0,1.0,3.0,Marteinn Þór Harðarson,Jóhanna Katrín Eggertsdóttir,-20.269642706999917,-17.749256964999887
2018,Switzerland,6,6.0,,13.0,11.0,0.0,23.0,5.0,0.0,,0.0,0.0,1.0,1.0,Arnaud Maret,Cyril Jonas Frei,8.61743737800009,
2018,Azerbaijan,6,6.0,,28.0,8.0,0.0,9.0,3.0,2.0,,0.0,0.0,0.0,5.0,Fuad Garayev,Mahammad Shirinov,45.07499903900006,50.621267123000024
2018,Tunisia,6,6.0,,27.0,7.0,0.0,10.0,5.0,0.0,,0.0,0.0,0.0,3.0,Salah Marzougui,Mohsen Ben Ahmed Ben Abdallah,10.929942254000082,11.0557084000001
2018,Ecuador,6,4.0,2.0,19.0,4.0,0.0,19.0,4.0,2.0,,0.0,0.0,0.0,3.0,Fernando Alberto Alvarez,Anthony Flores,-80.11510169199994,-79.85751088699996
2018,Sri Lanka,6,4.0,2.0,28.0,6.0,0.0,9.0,4.0,0.0,,0.0,0.0,1.0,3.0,Kaushika De Silva,Rusiru Rangika Gambheera Arachchige,81.8226017590001,79.91651451900012
2018,Morocco,6,6.0,,27.0,6.0,0.0,6.0,6.0,1.0,,0.0,0.0,0.0,3.0,Mohamed Berraho,Mohamed El Ibbaoui,-5.405490480999902,
2018,Puerto Rico,6,5.0,1.0,19.0,4.0,0.0,13.0,10.0,0.0,,0.0,0.0,1.0,1.0,Luis Fernando Cáceres Duque,Omar Colón Reyes,-67.87315833199992,-65.28307044199994
2018,Cyprus,5,5.0,,13.0,11.0,0.0,18.0,3.0,0.0,,0.0,0.0,1.0,1.0,Andreas Philippou,Theoklitos Paragyiou,33.773989705000105,33.742792014000116
2018,Ireland,6,4.0,2.0,19.0,2.0,0.0,19.0,2.0,1.0,,0.0,0.0,1.0,1.0,Mark Flanagan,Anca Mustata,-9.82408606699994,-10.318267381999902
2018,Kyrgyzstan,6,5.0,1.0,28.0,5.0,0.0,7.0,1.0,0.0,,0.0,0.0,0.0,4.0,Saltanat Saparalieva,Ruhidin Asanov,75.20463911900009,
2018,Latvia,6,4.0,2.0,9.0,12.0,0.0,13.0,5.0,1.0,,0.0,0.0,0.0,2.0,Filips Jeļisejevs,Juris Škuškovniks,25.333678019000104,
2018,Albania,6,5.0,1.0,19.0,3.0,0.0,6.0,9.0,0.0,,0.0,0.0,0.0,1.0,Adrian Naço,Enkel Hysnelaj,19.747765747000074,
2018,Pakistan,6,6.0,,21.0,3.0,0.0,6.0,5.0,0.0,,0.0,0.0,0.0,3.0,Sarfraz Ahmad,Kashif Ali,67.47779381600006,74.8243005780001
2018,Bolivia,6,5.0,1.0,27.0,1.0,0.0,3.0,2.0,0.0,,0.0,0.0,0.0,3.0,Felix Cepeda Ayaviri,Ismael Chavez Guevara,-65.29246984899996,
2018,North Macedonia,6,3.0,3.0,20.0,2.0,0.0,3.0,1.0,1.0,,0.0,0.0,0.0,2.0,Aleksa Malcheski,Daniel Velinov,,
2018,Nigeria,3,3.0,,19.0,3.0,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,2.0,Stephen Ejugwu Onah,Solomon Gboyega Ojo,7.451914910000056,7.274180535000085
2018,Trinidad and Tobago,3,2.0,1.0,9.0,5.0,0.0,8.0,3.0,1.0,,0.0,0.0,0.0,1.0,Indra Haraksingh,Jagdesh Ramnanan,-60.90729732999998,-60.52208411399994
2018,Myanmar,6,6.0,,14.0,2.0,0.0,6.0,1.0,0.0,,0.0,0.0,0.0,2.0,Saw Win Maung,Aung Kyaw,98.0574650400001,98.27515709700012
2018,Kosovo,6,6.0,,14.0,1.0,0.0,3.0,1.0,2.0,,0.0,0.0,0.0,2.0,Faton Berisha,Valmir Krasniqi,20.864700154000047,
2018,Panama,4,4.0,,14.0,1.0,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,2.0,Naicolette Agudo,,-81.80719967399995,-81.05284583199992
2018,Uzbekistan,3,3.0,,16.0,4.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,2.0,Shukhrat Ismailov,Muratkhon Sharakhimov,71.75730432100013,71.17692631000014
2018,Montenegro,4,3.0,1.0,8.0,7.0,0.0,4.0,1.0,0.0,,0.0,0.0,0.0,1.0,Goran Popivoda,Gojko Jelovac,19.054991495000138,
2018,El Salvador,2,2.0,,14.0,3.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,2.0,Gabriel Alexander Chicas Reyes,Rodrigo Alberto Vásquez Posada,-87.69699627599994,-87.76380481799995
2018,Chile,4,3.0,1.0,1.0,2.0,0.0,14.0,2.0,0.0,,0.0,0.0,0.0,2.0,Hernan Burgos,Jacinto Larenas,-67.25609290299991,-67.10142981699991
